Source,Relation,Target,Weight
bethu tenants,STRUGGLE,appropriation of the surplus product,1
british officials,ATTEMPTED TO KEEP,the form of the polity of these hill states,1
traditional sources for expressing public opinion,LOST THEIR POTENCY,as the british increasingly became hostile to independent political initiatives by the people,1
demands,HAD TO BE ROUTED THROUGH,the crown representative,1
himalayan peasants,LEARNT A LESSON,with good effect,1
british government and its officials,HAD A REACTION,towards the rebellion of 1858 in bashahr,1
british government and its officials,HAD A DIFFERENT REACTION,towards the mandi rebellion of 1909,1
peasantry,STRENGTHENED THEIR POSITION,both economic and political,1
hill states’ rulers,STRENGTHENED THEIR POWER,more visibly and immediately,1
praja mandal agitations,MANIFESTED INDEPENDENCE,from the hill states’ political authority,1
village deity,MAINTAINED,revenue free areas,1
deities,HAD INDEPENDENT ACCESS TO,a share of the surplus,1
clans,LOST THEIR POLITICAL ROLE AS MEDIATORS BETWEEN,authority of the hill state and the peasantry,1
temples,PROVIDED THE LEGITIMATE FORM FOR SURPLUS APPROPRIATION BY,the hill states,1
village deities,"DEFINED, THROUGH POPULAR PARTICIPATION, WHAT CONSTITUTED",legitimate state authority,1
pujari and goor,COULD ADJUDICATE ON THE VALIDITY OF A HILL STATE'S DEMAND,on the basis of customs ultimately sanctioned by divine will,1
british rule,ESTABLISHMENT,stability and protection,1
hill states,NEED,economic and political resources,1
sanads,REDUCE,need to draw on the economic and political resources of the deity,1
deities,MEDIATE,relations between the state and its subjects,1
deities,SUPERVISE,political arrangements within the clan or devotional community,1
peasant proprietors,FIND,other methods and institutions to express their opinions and influence policy,1
dumh,CONTINUE,as the favoured method of rebellion,1
british police or troops,INTERVENE,to pacify rebellious peasants in their states,1
praja mandals,DEVELOP,as successors to the dumh but equally well qualified for legal civil agitations,1
clan deities,TRANSFORMED FROM,symbols of social identity,1
mahasu,CONQUEST,divine territories of rival dieties,1
mahasu,CAME TO,these mountains from kashmir,1
himalayan population,STAKED CLAIM TO ALLEGIANCE,mahasu,1
peasantry,ASSERTION OF PROPRIETARY RIGHTS,land,1
colonial impact,CAUSED,unfree labour under colonial impact,1
money,CAME INTO,western himalayas,1
british towns and markets,SOURCE OF MONEY,western himalayas,1
settlements of land revenue and forest rights,BASED ON MONEY VALUE,various products,1
trade,MEANS THROUGH WHICH CASH PENETRATED,himalayas,1
pilgrimage,OTHER MEANS OF CASH INFLOW,region,1
british source,RECORDS,organised nature of collecting water,1
ganges,SUPPLYING,water in bottles,1
towns and markets,SELLING,water,1
pilgrims,NEEDING TO BE FED AND HOUSED,sort of proto-tourist industry,1
valley of the ganges and the yamuna,DEVELOPING,proto-tourist industry,1
beas valley,CATERING TO,pilgrims moving towards beas-kund and manikaran,1
sutlej valley,PROVIDING AN ALTERNATE ROUTE,trade that usually passed through the sutlej valley during summer,1
cash,UNAVAILABILITY OF,none specified,1
goods,REFUSAL TO PART WITH,none specified,1
labour,REFUSAL TO PROVIDE,none specified,1
hill stations,INTRODUCING MONEY IN,none specified,1
towns,GROWING INTO SIZEABLE POPULATIONS,europeans and their indian servants from the plains,1
population,NEEDING,"vegetables, cereals, meat and labour services",1
labour,BEING DONE BY,servants imported along with the rest of the baggage from the plains,1
food,PROCURED FROM,neighbouring villages,1
commercial networks,SPREADING DEEP INTO THE INTERIOR,none specified,1
wood,BEING PROVIDED BY,neighbouring forests and villagers,1
army garrisons,BEING DEPENDENT ON,local villages for supplies,1
requirements,BEING HAULED UP FROM THE PLAINS,none specified,1
villagers,REFUSING TO PART WITH,stocks of food-grain for any form of monetary compensation,1
these disputes,REACHED,the governor-general at calcutta,1
british settlers,INTERACTION,himalayan peasant,1
actual amount of interaction,WOULD BE MUCH LESS,in the towns and cities of the plains,1
british settlements,WERE IN AREAS WHICH WERE MOSTLY UNINHABITED,the himalayas,1
these british towns,ENABLED THE SPREAD,of this previous sporadic monetisation into all regions of the himalayas,1
the coming of the british,CONVERTED INTO COMMODITIES,ever increasing number of goods and services,1
new monetisation with the coming of the british,HAD A REGIONAL BIAS,in areas which were close to simla and the other british settlements,1
peasants,COULD NOT REGULARLY ACCESS THESE TOWNS ON FOOT,areas from where it was not possible,1
price of wheat,DOUBLED,from 34 seers to the rupee to 17 seers to the rupee,1
price of unhusked rice,INCREASED BY THE SAME DEGREE,from 42 seers/ rupee to 21 seers/ rupee,1
maize,WENT UP FROM,48 seers/ rupee to 22 seers/ rupee,1
green ginger,INCREASED BY THE SAME DEGREE,from 49 seers/ rupee to 26 seers/ rupee,1
dals and ghee,WENT UP FROM,similar increase in prices of locally produced agricultural goods,1
volume of sales,WENT UP MUCH MORE THAN THE PRICES,there are no dependable sources for statistics,1
british intervention,EXTENDED INTO THE LOCAL ECONOMY AND SOCIETY,with the settlement of each case,1
simla district,HAD AN INCREASE OF 126%,in the population between 1868 to 1881,1
"rs 5,372",COMPRISED OF,cash collections and eighteen different karhads,1
karhads,INCLUDED,"agricultural produce, pastoral goods, products collected from the forests and articles manufactured at home",1
land revenue,WENT UP TO,"rs 35,904",1
begar,HAD TO BE PROVIDED,to the state every year,1
hill peasants,WERE CONSCRIPTED FROM AMONG,the population of the hill states,1
government,FIXED RATES FOR,labour,1
william edwards,ATTEMPTED TO REDUCE,number of porters impressed,1
sanads granted by the british,MADE MANDATORY FOR,provision of labour to the paramount power,1
the governor-general,SPECIFIED IN HIS ORDER,that the clause demanding free labour from the hill states was meant for war situations,1
major spiller,REFUSED TO PAY,rs 68 to thirty four men,1
the political agent,SET OUT TERMS OF EMPLOYMENT,in the beginning of march 1831,1
himalayan peasants,PROCURED LABOUR FROM,the british residents of simla,1
himalayan peasant,PROCURES LABOUR,from,1
governor-general,INTERPRETS CLAUSE,providing free labour as pertaining only to a war situation,1
government,PAYS LABOURERS CONSCRIPTED AT THE RATE FIXED,at the beginning of the summer and down again six months later,1
british government,SPENDS OVER SEVEN LAKH RUPEES BETWEEN 1820 TO 1852,in payment to the hill peasants,1
mates (agents of the hill states or village headmen),POCKET MONEY,provided to rulers and other superiors,1
labour conscripted by the annual 'pilgrimage' of british officialdom,IS MATCHED BY THE GROWING INCIDENCE OF LABOUR PROVIDED BY PEASANT COMMUNITIES,for the working of the forests for commercial logging,1
the initial capital,WAS BASED ON,commercial agriculture and the formation of the land market,1
the treaty obligations,PROVIDED LABOUR TO,104,1
one or two men of influence,ORGANISED,labourers,1
34 men,WERE FROM,sutlej valley,1
17 men,WERE FROM,across the sutlej,1
various references,SHOWED LACK OF MONEY AND DISREGARD BY VILLAGERS,when asked to do jobs for monetary compensation,1
british personnel,REQUIRED LARGER NUMBERS OF PORTERS WITH,the blooming of the hill stations,1
headmen,OFTEN EMBEZZLED THE MONEY GIVEN FOR,extra labour,1
these burgeoning towns,INITIATED COMMERCIAL OPERATIONS IN AGRICULTURE,agricultural produce and labour,1
the money earned from conscripted labour,PROVIDED THE INITIAL CAPITAL AND INDUCED SEARCH FOR OTHER AVENUES OF CASH EARNINGS,peasantry,1
employment for cash,COINCIDED WITH THE BEGINNINGS OF LARGE-SCALE COMMERCIAL OPERATIONS IN THE FORESTS,of the region,1
new property rights,VESTED IN THE PEASANTRY AS A RESULT OF LAND SETTLEMENTS AND ACTUALIZED AND ACTIVATED IN MUCH OF WESTERN HIMALAYAS,peasantry,1
the british government,MANAGED AND WORKED THE TIMBER FORESTS,hill states,1
almost all the forests,WERE UNDER LEASE TO THE BRITISH,"beas, sutlej and tons river basins",1
the bashahr forests,"WERE TAKEN UNDER AN ANNUAL LEASE OF RS 10,000 IN",1877,1
political department,GOVERNANCE,indian states,1
becoming india,VALUE,"two decades prior to that when no money needed to be paid for procuring timber, except a nominal amount to the controlling deity or ruler and some charges for labour.",1
jubbal,STOCKS,"high quality timber in demarcated forests of over 56,730 acres",1
baghat state,POPULATION,"9,490 at the turn of the century",1
simla and other british settlements,DESTRUCTION,much of the timber in the area around,1
keonthal,TIMBER RESOURCES,no very rich timber resources,1
timber,INTRODUCTION,money into the economy of the western himalayas,1
officials and rulers of the hill states,POCKETING,"a part of the payment for labour services, sometimes the entire amount",1
ruler and his family,CULTIVATING,private demesne by bethu labour,1
punjab states gazetteer,REPORTING,"keonthal, op.cit., pg. 9",1
the income,来自,forests,1
hill states,ALIGNED WITH,colonialism,1
money,DEPENDENT ON,terms of the lease,1
hill states,TENDENCY TO INCREASE,area under forest cover,1
peasantry,USING RESOURCES,contained in these forests,1
peasant proprietor,BASED AND SUSTAINED ON,sale of agricultural commodities and labour services,1
hill state,ENDEAVOURED TO RESERVE,as much of the forest as they could,1
british government,ENDEAVOURED TO INCREASE,land revenue in proportion with the growing prices in the local markets,1
contradiction,AT THE ROOT OF MOST OF THE REBELLIONS,in the western himalayas,1
land prices,WITNESSED AN INCREASE IN,this period,1
market,ESTABLISHMENT AND GROWTH,agricultural land,1
thomas skinner,RECOUNTS THAT THE USUAL METHOD OF LAND ACQUISITION,"in the himalayas, in the 1820s and 1830s was to place a simple marker stating the ‘discoverers’ name and claim over the hill.",1
george francis white,NOTES THAT THERE HAD BEEN,"74 instances of sale of agricultural land, aggregating 239 acres, and 386 acres were under mortgage",1
practice of selling land,AROSE MAINLY DURING THE 20 YEARS PREVIOUS TO THE SETTLEMENT OPERATIONS,and the prices had increased by anything between three to four times,1
rate at the time of the settlement,RS 91 PER ACRE CULTIVATED FOR OUTRIGHT SALE AND RS 74 PER ACRE FOR MORTGAGE,irrigated agricultural land sold for a higher price,1
report,SPECIFICALLY NOTES THAT WHILE THE PRACTICE OF MORTGAGE WAS IN EXISTENCE EARLIER,sale and purchase of land are new to the region,1
bharauli ilaqa of the simla district,RECORDED THAT USUFRUCTUARY MORTGAGES COVER ONE-TWELFTH OF THE CULTIVATION,"of these only two were held by khatri traders based in sabathu, the rest being ‘bona fide transactions between the agriculturists themselves’",1
kotkhai,SALE,land,1
kotgarh,MORTGAGE,land,1
the rajah of the district,LEASE,a hill,1
peasants,ENTERED,mortgages,1
families,WANTED,increase production,1
the western himalayas,HAD,a simple growth of commercialisation in agriculture,1
peasant cultivators,AIMED,to supply the markets,1
the ruling family,LEFT,out of class stratification,1
"landless agricultural labourers, artisans and menials",WERE LEFT OUT OF,class stratification,1
the bethus and artisans,WAS INVOLVED IN,a separate process of class relations,1
rampur grain market,LOCATED_IN,bashahr state,1
all grains,PRICE_INCREASE,34%,1
hill states,DISTANCE_FROM,british towns,1
monetisation through commercial forestry,IMPACT_ON,local peasantry,1
monetisation through agriculture and labour,IMPACT_ON,local peasantry,1
western himalayas,COLONIAL_HISTORY,the british,1
peasant rebellions,CHAPTER_TOPIC,none,1
royal reconciliation,CHAPTER_TOPIC,none,1
simla hill states,EMERGENCE_OF_LAND_MARKET,nineteenth century,1
khash-kanet peasant clans,STRATIFICATION,none,1
british rule,EFFECTS_ON,peasant farm,1
hill states,CONDUITS_FOR,transmission of british policy,1
people,RECEPTIVITY_TO,british policies,1
normal circumstances,INTERRUPTED_CHANNELS,none,1
kullu and kangra,DIRECT_ADMINISTRATION_BY,the british,1
punjab hill states,JUNCTURE_OF,colonialism in western himalayas,1
every rebellion,WAS DIRECTED AGAINST,the authority,1
british,HAD TO INTERVENE,as a friendly arbitrator,1
rebellions,CHANGED DURING THE CENTURY,their structure and features,1
british,HAD TO DEAL WITH,popular refusals to accept rules,1
everyday resistance,TOOK FORMS THAT HAVE BEEN DESCRIBED AS,'everyday resistance',1
dumh,WAS CENTRAL FEATURES OF THE TRADITIONAL METHOD,of mass protest,1
peasants,ORGANISED IN CLANS,relatively powerful vis-à-vis the hill state and egalitarian within,1
james scott,"INCLUDES FOOT DRAGGING, DISSIMULATION, DESERTIONS, ETCETERA AS VARIOUS FORMS OF EVERYDAY RESISTANCE",in his book 'weapons of the weak',1
this study,IS SITUATED IN SOCIAL RELATIONS,of south asia,1
bushahr,SAW MASSIVE PEASANT MOBILISATIONS AGAINST THE INTRODUCTION OF CASH BASED LAND REVENUE SETTLEMENT,in the mid-nineteenth century,1
rebellion,WAS PEACEFULLY 'PACIFIED' THROUGH THE INTERVENTION OF A BRITISH OFFICER,who successfully arbitrated between the demands of the peasantry and the colonial need for a scientific settlement,1
the suket raja,DEPOSITION,popular pressure,1
